Current       Voltage         Power         Tempreture        Humidity          Flux          Illuminance         LM35-1      LM35-2        SNo.      LM35-3      LM35-4
        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.74*C        11.82*C        932        23.95*C        24.92*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.63*C        11.82*C        933        42.32*C        36.73*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.74*C        11.82*C        934        5.26*C        13.21*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.85*C        11.71*C        935        42.96*C        36.84*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.96*C        11.82*C        936        27.93*C        27.18*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.96*C        11.82*C        937        9.13*C        16.76*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        11.82*C        938        13.10*C        18.80*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        11.82*C        939        56.93*C        47.05*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        11.82*C        940        34.48*C        31.26*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.82*C        941        7.30*C        15.68*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.92*C        942        57.25*C        46.72*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.28*C        11.82*C        943        38.35*C        34.37*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.39*C        11.71*C        944        31.36*C        29.75*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.49*C        11.82*C        945        4.94*C        14.29*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.82*C        946        49.62*C        40.82*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.92*C        947        31.79*C        29.75*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.82*C        948        51.45*C        42.43*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.82*C        949        33.83*C        30.72*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.92*C        950        2.36*C        11.82*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.82*C        951        44.58*C        37.16*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.82*C        952        30.83*C        28.79*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.92*C        953        25.13*C        25.46*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.82*C        954        9.02*C        16.22*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.92*C        955        41.68*C        34.69*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.92*C        956        8.70*C        15.15*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.60*C        11.92*C        957        1.29*C        10.31*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        12.03*C        958        14.39*C        18.37*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.49*C        11.92*C        959        1.29*C        9.88*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.39*C        11.92*C        960        38.13*C        32.33*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.92*C        961        28.03*C        26.96*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        11.17*C        11.92*C        962        21.70*C        23.52*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.96*C        12.03*C        963        33.30*C        30.40*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.85*C        12.03*C        964        22.23*C        23.85*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.63*C        12.03*C        965        18.26*C        21.48*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.92*C        966        20.30*C        22.77*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.92*C        967        20.73*C        22.99*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.63*C        12.03*C        968        21.27*C        23.42*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.92*C        969        21.70*C        23.63*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        12.03*C        970        20.09*C        22.56*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.74*C        11.92*C        971        5.59*C        14.93*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.63*C        12.03*C        972        30.18*C        29.43*C

        25.00*A        0.05*mV        1.25*Watt        33.00*C        13.00%        54612.00*LX        431.43*W/m2        10.63*C        12.03*C        973        3.87*C        13.64*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        11.92*C        974        11.82*C        18.15*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.53*C        12.03*C        975        11.49*C        18.05*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.63*C        12.03*C        976        8.81*C        16.65*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.74*C        12.03*C        977        13.21*C        19.01*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.74*C        12.03*C        978        14.29*C        19.44*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.74*C        12.03*C        979        18.47*C        22.13*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.85*C        12.03*C        980        14.61*C        19.87*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.85*C        12.03*C        981        12.57*C        18.47*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.85*C        12.03*C        982        32.22*C        29.65*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.96*C        12.03*C        983        26.32*C        25.89*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        10.96*C        12.03*C        984        69.07*C        51.34*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.06*C        12.03*C        985        39.10*C        33.40*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        11.92*C        986        46.08*C        37.70*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        11.92*C        987        20.62*C        22.66*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.28*C        11.92*C        988        13.10*C        17.83*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        12.03*C        989        18.37*C        21.48*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        12.03*C        990        13.86*C        18.90*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.17*C        12.03*C        991        23.85*C        24.70*C

        25.00*A        0.05*mV        1.25*Watt        32.00*C        14.00%        54612.00*LX        431.43*W/m2        11.06*C        12.03*C        992        9.02*C        15.79*C
